Date,Month,Year,Week,Source,Olive_Type,Condition,Olive_Size,Press_Method,Quantity_Olives_Tons,Oil_Quality_Score,Oil_Quantity_Tons,Waste_Fitoura_Tons,Waste_Margin_Tons,Processing_Time_Hours,Employees_Comptables,Employees_Registeurs,Employees_Ouvriers,Employees_Guards,Total_Employees,Global_Active_Power_kWh,Global_Reactive_Power_kVAr,Voltage_V,Global_Intensity_A,Total_Energy_Consumption_kWh,Water_Consumption_Liters
2022-05-15,5,2022,19,Nord,Chemlali,Irrigated,Small,Super-presses,91.9,97.0,29.46,45.23,17.22,50.9,1,1,16,1,19,3174.97,520.2,247.8,12814.86,3695.17,82750.0
2022-05-15,5,2022,19,Centre,Oueslati,Rainfed,Large,Méthode en continu,29.64,90.3,9.95,12.26,7.43,10.8,1,2,2,1,6,1445.51,197.03,242.7,5955.18,1642.54,34204.0
2022-05-16,5,2022,20,Sfax,Gerboui,Rainfed,Large,Méthode en continu,27.84,68.0,8.17,13.12,6.55,10.4,1,2,2,1,6,1203.26,257.98,228.1,5274.03,1461.24,33735.0
2022-05-16,5,2022,20,Centre,Oueslati,Rainfed,Large,Méthode en continu,9.43,81.8,1.54,5.42,2.47,3.5,1,2,1,1,5,387.12,115.51,230.7,1677.8,502.63,10968.0
2022-05-16,5,2022,20,Sfax,Gerboui,Rainfed,Large,Méthode en continu,32.3,81.4,11.21,16.1,4.99,9.2,1,2,3,1,7,1717.02,418.17,242.2,7090.67,2135.19,35694.0
2022-05-16,5,2022,20,Nord,Chétoui,Rainfed,Small,Méthode en continu,53.02,96.4,18.24,27.25,7.53,19.0,1,2,6,1,10,3151.05,433.63,239.5,13159.26,3584.68,79260.0
2022-05-17,5,2022,20,Sud,Zarazi,Rainfed,Small,Méthode en continu,10.99,55.9,2.36,5.39,3.24,3.6,1,2,1,1,5,657.91,140.65,235.9,2788.55,798.56,11069.0
2022-05-17,5,2022,20,Nord,Chemlali,Rainfed,Large,Méthode en continu,38.41,87.4,13.19,18.42,6.8,13.1,1,2,3,1,7,1723.2,421.24,238.9,7214.47,2144.45,57915.0
2022-05-17,5,2022,20,Centre,Zarazi,Rainfed,Small,Super-presses,30.62,79.0,8.3,15.13,7.19,16.8,1,1,5,1,8,1098.08,113.26,236.4,4644.6,1211.34,22116.0
2022-05-17,5,2022,20,Centre,Oueslati,Rainfed,Large,Méthode en continu,22.74,82.8,7.13,9.92,5.7,8.2,1,2,2,1,6,1027.47,256.61,241.3,4257.26,1284.07,23274.0
2022-05-17,5,2022,20,Sfax,Chétoui,Rainfed,Medium,Super-presses,29.94,87.4,8.33,13.1,8.51,16.3,1,1,3,1,6,1147.55,327.43,246.0,4664.77,1474.99,23520.0
2022-05-18,5,2022,20,Sfax,Oueslati,Rainfed,Medium,Méthode en continu,32.11,92.1,11.65,15.5,4.96,10.9,1,2,3,1,7,1906.07,542.44,235.8,8084.39,2448.52,40004.0
2022-05-18,5,2022,20,Nord,Zalmati,Rainfed,Medium,Traditionnel,30.03,89.4,7.19,14.69,8.15,21.0,1,1,7,1,10,759.19,219.11,243.3,3119.84,978.3,25966.0
2022-05-19,5,2022,20,Nord,Oueslati,Irrigated,Large,Super-presses,86.99,100.0,27.3,45.7,14.0,47.2,1,1,14,1,17,3667.12,373.88,241.9,15162.73,4041.0,82995.0
2022-05-19,5,2022,20,Sud,Chétoui,Irrigated,Medium,Traditionnel,33.08,73.6,7.62,19.33,6.12,24.2,1,1,7,1,10,952.21,254.24,243.6,3908.33,1206.46,21116.0
2022-05-20,5,2022,20,Sfax,Chemlali,Irrigated,Medium,Méthode en continu,40.6,86.6,13.86,20.04,6.7,13.3,1,2,4,1,8,2371.0,425.92,230.5,10287.66,2796.92,39808.0
2022-05-20,5,2022,20,Sfax,Gerboui,Irrigated,Large,Super-presses,69.41,93.6,20.86,37.16,11.39,37.2,1,1,10,1,13,3164.94,463.83,244.7,12935.22,3628.77,41568.0
2022-05-20,5,2022,20,Centre,Gerboui,Irrigated,Small,Méthode en continu,34.95,78.0,11.05,18.43,5.48,12.5,1,2,3,1,7,1741.25,315.71,241.1,7223.07,2056.95,43230.0
2022-05-20,5,2022,20,Nord,Zarazi,Rainfed,Medium,Méthode en continu,31.41,78.3,9.58,14.32,7.51,11.5,1,2,3,1,7,1478.39,282.27,237.9,6214.15,1760.66,49586.0
2022-05-20,5,2022,20,Centre,Chemlali,Irrigated,Medium,Méthode en continu,32.25,90.1,10.84,14.94,6.47,11.0,1,2,3,1,7,1515.72,350.83,240.5,6302.57,1866.55,36387.0
2022-05-21,5,2022,20,Nord,Gerboui,Rainfed,Small,Méthode en continu,69.48,84.5,23.46,34.73,11.3,23.8,1,2,7,1,11,3098.88,391.29,230.8,13428.65,3490.16,85137.0
2022-05-21,5,2022,20,Centre,Barouni,Rainfed,Small,Traditionnel,37.44,74.0,8.84,21.28,7.31,25.8,1,1,7,1,10,1260.53,375.57,240.3,5245.35,1636.11,27682.0
2022-05-22,5,2022,20,Nord,Zarazi,Irrigated,Medium,Méthode en continu,92.04,97.4,31.96,37.13,22.94,30.9,1,2,10,1,14,4070.14,705.62,239.3,17009.96,4775.77,134186.0
2022-05-22,5,2022,20,Sud,Chemlali,Irrigated,Medium,Traditionnel,19.51,80.0,3.91,10.94,4.66,13.3,1,1,2,1,5,571.62,96.66,229.6,2489.91,668.28,14680.0
2022-05-22,5,2022,20,Sud,Barouni,Rainfed,Medium,Méthode en continu,16.92,61.1,6.06,8.39,2.47,5.4,1,2,1,1,5,848.51,93.23,232.9,3643.59,941.74,17467.0
2022-05-22,5,2022,20,Nord,Zalmati,Rainfed,Small,Super-presses,56.43,89.2,16.57,31.4,8.45,30.9,1,1,9,1,12,2105.76,253.18,230.0,9157.34,2358.94,51452.0
2022-05-22,5,2022,20,Sfax,Gerboui,Rainfed,Medium,Méthode en continu,31.28,74.0,9.71,13.0,8.57,12.3,1,2,3,1,7,1807.68,368.55,238.9,7567.71,2176.23,34664.0
2022-05-22,5,2022,20,Centre,Chemlali,Rainfed,Small,Méthode en continu,22.04,70.8,7.53,11.01,3.5,7.4,1,2,2,1,6,1099.46,306.69,237.0,4639.03,1406.15,30660.0
2022-05-22,5,2022,20,Centre,Chétoui,Rainfed,Large,Traditionnel,42.65,77.4,9.75,21.28,11.62,30.8,1,1,10,1,13,1449.88,403.27,238.1,6089.44,1853.14,36784.0
2022-05-22,5,2022,20,Sfax,Zalmati,Rainfed,Small,Super-presses,22.39,72.4,5.87,10.4,6.11,11.4,1,1,3,1,6,844.16,87.29,239.8,3520.43,931.45,14567.0
2022-05-23,5,2022,21,Nord,Gerboui,Rainfed,Medium,Traditionnel,25.73,92.9,6.66,12.94,6.13,17.2,1,1,5,1,8,766.72,173.34,241.9,3170.07,940.06,24043.0
2022-05-23,5,2022,21,Nord,Barouni,Rainfed,Small,Super-presses,37.33,87.4,10.34,16.99,9.99,21.4,1,1,5,1,8,1789.14,308.36,239.3,7477.19,2097.5,28304.0
2022-05-23,5,2022,21,Sfax,Zalmati,Irrigated,Medium,Super-presses,57.79,84.6,18.08,25.83,13.88,32.6,1,1,9,1,12,2052.74,405.78,240.9,8520.85,2458.52,33828.0
2022-05-23,5,2022,21,Sfax,Chétoui,Irrigated,Large,Méthode en continu,37.0,100.0,14.42,17.12,5.47,15.0,1,2,3,1,7,1758.12,525.84,241.5,7278.52,2283.95,39995.0
2022-05-23,5,2022,21,Sud,Zalmati,Irrigated,Medium,Méthode en continu,24.72,71.5,7.35,13.72,3.66,10.6,1,2,2,1,6,1418.74,362.03,244.2,5808.76,1780.78,24966.0
2022-05-24,5,2022,21,Sfax,Chétoui,Rainfed,Small,Traditionnel,33.63,90.8,8.81,16.37,8.45,24.2,1,1,7,1,10,837.2,113.27,239.0,3503.56,950.48,23822.0
2022-05-24,5,2022,21,Nord,Oueslati,Rainfed,Small,Super-presses,70.78,98.0,23.22,28.56,19.0,38.5,1,1,12,1,15,2938.65,654.48,251.1,11703.42,3593.13,53995.0
2022-05-24,5,2022,21,Sud,Chemlali,Rainfed,Small,Super-presses,15.31,67.5,4.35,7.94,3.02,7.7,1,1,1,1,4,564.09,105.61,236.6,2383.85,669.69,8577.0
2022-05-24,5,2022,21,Sud,Chemlali,Rainfed,Small,Traditionnel,15.72,53.8,2.75,9.34,3.63,10.3,1,1,2,1,5,394.09,43.99,247.1,1594.87,438.09,10282.0
2022-05-24,5,2022,21,Nord,Zalmati,Rainfed,Small,Méthode en continu,58.49,83.3,18.95,30.81,8.72,21.3,1,2,6,1,10,2693.15,293.51,235.0,11461.76,2986.66,78953.0
2022-05-24,5,2022,21,Nord,Oueslati,Rainfed,Medium,Traditionnel,22.58,89.3,6.45,11.54,4.59,17.4,1,1,5,1,8,597.19,123.19,243.5,2452.18,720.37,19287.0
2022-05-24,5,2022,21,Nord,Chétoui,Irrigated,Medium,Méthode en continu,58.61,100.0,21.22,26.58,10.81,19.1,1,2,6,1,10,2539.24,719.36,240.8,10545.5,3258.6,72037.0
2022-05-24,5,2022,21,Centre,Barouni,Rainfed,Small,Méthode en continu,20.72,77.8,5.89,11.4,3.43,9.5,1,2,2,1,6,838.8,105.52,242.4,3460.62,944.33,24028.0
2022-05-24,5,2022,21,Sfax,Zalmati,Rainfed,Large,Méthode en continu,21.11,77.1,7.78,9.04,4.3,7.5,1,2,2,1,6,1101.14,132.14,247.4,4450.84,1233.28,22543.0
2022-05-24,5,2022,21,Centre,Chétoui,Rainfed,Medium,Méthode en continu,28.84,80.1,9.61,13.9,5.34,11.2,1,2,2,1,6,1361.47,310.77,238.2,5714.68,1672.24,32163.0
2022-05-25,5,2022,21,Sud,Zalmati,Rainfed,Small,Super-presses,10.45,57.4,2.18,5.99,2.28,5.5,1,1,1,1,4,408.37,73.12,235.8,1731.74,481.49,7062.0
2022-05-25,5,2022,21,Sud,Oueslati,Irrigated,Small,Méthode en continu,17.77,78.7,5.72,8.39,3.65,5.1,1,2,1,1,5,953.12,263.16,244.2,3902.4,1216.29,19633.0
2022-05-25,5,2022,21,Sfax,Chétoui,Rainfed,Small,Méthode en continu,38.0,85.7,12.74,17.06,8.2,15.0,1,2,3,1,7,2180.39,380.65,244.1,8930.66,2561.04,45393.0
2022-05-25,5,2022,21,Sfax,Barouni,Rainfed,Small,Méthode en continu,37.08,78.7,12.08,16.8,8.2,13.9,1,2,3,1,7,1589.84,472.1,242.6,6554.64,2061.94,46226.0
2022-05-25,5,2022,21,Sfax,Gerboui,Irrigated,Large,Super-presses,35.07,89.3,11.48,18.65,4.94,19.2,1,1,5,1,8,1601.57,407.79,242.0,6617.82,2009.36,23332.0
2022-05-25,5,2022,21,Sfax,Gerboui,Rainfed,Small,Méthode en continu,19.61,74.6,6.15,8.37,5.09,8.1,1,2,1,1,5,813.85,143.76,240.1,3389.8,957.61,18120.0
2022-05-26,5,2022,21,Sud,Gerboui,Irrigated,Medium,Traditionnel,9.97,67.3,2.23,5.33,2.4,6.3,1,1,2,1,5,304.51,58.43,231.5,1315.43,362.94,5164.0
2022-05-26,5,2022,21,Nord,Barouni,Rainfed,Small,Traditionnel,65.39,81.7,15.1,36.35,13.94,45.9,1,1,15,1,18,2102.6,245.54,234.4,8970.62,2348.14,60543.0
2022-05-26,5,2022,21,Sfax,Chemlali,Rainfed,Medium,Méthode en continu,36.51,72.0,11.31,15.76,9.45,11.0,1,2,3,1,7,1475.87,360.95,241.1,6121.22,1836.82,32059.0
2022-05-27,5,2022,21,Centre,Zalmati,Rainfed,Medium,Méthode en continu,37.08,68.5,12.17,17.24,7.67,12.6,1,2,3,1,7,2160.1,512.98,245.7,8792.89,2673.08,53196.0
2022-05-27,5,2022,21,Sud,Chemlali,Rainfed,Medium,Super-presses,16.8,55.9,4.03,9.96,2.8,9.5,1,1,1,1,4,645.27,112.32,242.2,2663.69,757.59,11681.0
2022-05-27,5,2022,21,Sud,Oueslati,Irrigated,Small,Super-presses,22.65,82.2,6.93,11.9,3.82,11.7,1,1,3,1,6,997.15,128.51,243.4,4096.08,1125.66,15729.0
2022-05-27,5,2022,21,Nord,Gerboui,Irrigated,Medium,Super-presses,53.89,87.1,16.58,24.21,13.11,28.7,1,1,9,1,12,2417.65,721.56,235.5,10265.12,3139.21,46775.0
2022-05-27,5,2022,21,Centre,Chemlali,Rainfed,Small,Traditionnel,33.03,66.1,6.67,19.85,6.51,22.0,1,1,7,1,10,1049.74,114.72,236.2,4444.47,1164.46,22941.0
2022-05-27,5,2022,21,Centre,Chétoui,Rainfed,Medium,Traditionnel,32.01,77.7,7.16,17.72,7.14,23.3,1,1,7,1,10,923.6,182.87,233.3,3958.56,1106.47,27400.0
2022-05-27,5,2022,21,Nord,Chétoui,Rainfed,Small,Méthode en continu,37.41,99.1,13.2,14.53,9.67,13.8,1,2,3,1,7,1777.83,380.73,245.7,7237.06,2158.56,41582.0
2022-05-27,5,2022,21,Sud,Gerboui,Irrigated,Large,Traditionnel,22.67,88.2,5.98,13.26,3.42,16.9,1,1,5,1,8,798.06,100.33,244.1,3268.86,898.39,12932.0
2022-05-27,5,2022,21,Centre,Oueslati,Irrigated,Large,Traditionnel,48.81,100.0,12.81,24.59,11.42,33.1,1,1,10,1,13,1612.9,167.96,240.7,6701.83,1780.86,35436.0
2022-05-28,5,2022,21,Sfax,Chétoui,Rainfed,Medium,Traditionnel,31.84,94.5,8.24,14.27,9.32,22.6,1,1,7,1,10,994.84,128.4,242.1,4109.84,1123.24,22760.0
2022-05-28,5,2022,21,Centre,Zalmati,Irrigated,Medium,Méthode en continu,38.49,75.3,11.65,20.07,6.77,14.6,1,2,3,1,7,1918.37,515.03,238.0,8059.59,2433.4,39108.0
2022-05-28,5,2022,21,Sfax,Chemlali,Irrigated,Small,Super-presses,46.11,81.0,13.61,22.27,10.24,26.9,1,1,7,1,10,2024.6,593.54,237.3,8530.01,2618.14,38685.0
2022-05-28,5,2022,21,Sud,Oueslati,Rainfed,Large,Méthode en continu,18.14,72.4,6.16,7.73,4.25,4.5,1,2,1,1,5,740.67,99.8,239.8,3088.84,840.46,18019.0
2022-05-28,5,2022,21,Sfax,Chétoui,Rainfed,Large,Traditionnel,11.86,98.5,2.68,6.16,3.03,8.1,1,1,2,1,5,415.38,46.92,243.2,1707.67,462.3,7141.0
2022-05-28,5,2022,21,Sud,Barouni,Irrigated,Medium,Méthode en continu,30.8,70.8,8.74,15.7,6.36,11.4,1,2,3,1,7,1821.35,502.35,232.0,7851.57,2323.7,26425.0
2022-05-29,5,2022,21,Nord,Oueslati,Rainfed,Small,Méthode en continu,63.42,100.0,23.92,26.96,12.54,22.6,1,2,7,1,11,3025.11,630.75,238.8,12669.17,3655.86,80340.0
2022-05-29,5,2022,21,Centre,Chemlali,Irrigated,Medium,Super-presses,48.89,79.3,14.45,26.62,7.82,26.6,1,1,7,1,10,1702.55,309.32,236.5,7199.38,2011.87,33039.0
2022-05-29,5,2022,21,Centre,Barouni,Rainfed,Medium,Méthode en continu,25.99,58.9,8.04,11.27,6.68,9.0,1,2,2,1,6,1104.0,118.59,243.7,4530.43,1222.59,26857.0
2022-05-29,5,2022,21,Sud,Oueslati,Rainfed,Large,Méthode en continu,12.15,71.3,2.82,6.61,2.72,5.7,1,2,1,1,5,547.78,105.59,255.1,2147.36,653.37,11721.0
2022-05-29,5,2022,21,Centre,Zarazi,Irrigated,Small,Méthode en continu,11.28,84.7,4.08,4.74,2.46,5.8,1,2,1,1,5,502.23,109.51,238.4,2107.11,611.75,12550.0
2022-05-29,5,2022,21,Centre,Chétoui,Rainfed,Large,Méthode en continu,33.26,81.4,11.19,13.83,8.24,13.3,1,2,3,1,7,1403.45,259.55,239.6,5856.61,1663.0,32213.0
2022-05-29,5,2022,21,Nord,Barouni,Rainfed,Small,Traditionnel,53.47,89.3,14.52,26.3,12.65,35.6,1,1,12,1,15,1365.16,345.63,235.5,5797.8,1710.78,46646.0
2022-05-30,5,2022,22,Nord,Oueslati,Rainfed,Large,Méthode en continu,24.43,92.5,7.99,12.49,3.96,8.5,1,2,2,1,6,1029.28,126.1,251.2,4097.51,1155.38,32470.0
2022-05-30,5,2022,22,Sfax,Zarazi,Rainfed,Medium,Super-presses,35.6,72.9,9.81,18.13,7.65,19.1,1,1,5,1,8,1469.76,422.1,238.9,6152.52,1891.86,28804.0
2022-05-30,5,2022,22,Nord,Chemlali,Rainfed,Medium,Méthode en continu,68.93,87.2,23.41,34.78,10.74,24.0,1,2,7,1,11,3934.43,528.94,235.3,16718.44,4463.36,82649.0
2022-05-30,5,2022,22,Centre,Zarazi,Irrigated,Small,Super-presses,24.16,71.8,7.15,12.27,4.73,15.7,1,1,3,1,6,1068.63,280.62,238.7,4476.21,1349.25,22626.0
2022-05-31,5,2022,22,Centre,Chétoui,Rainfed,Medium,Traditionnel,37.01,82.4,8.1,18.84,10.07,25.2,1,1,7,1,10,1177.97,156.42,250.6,4699.73,1334.39,25229.0
2022-05-31,5,2022,22,Sud,Chemlali,Rainfed,Medium,Super-presses,23.62,74.3,5.78,11.57,6.27,11.5,1,1,3,1,6,837.4,150.13,235.8,3550.96,987.53,17180.0
2022-05-31,5,2022,22,Centre,Barouni,Irrigated,Medium,Traditionnel,16.07,79.5,3.3,9.51,3.26,12.1,1,1,2,1,5,391.07,75.23,229.6,1703.12,466.3,11529.0
2022-05-31,5,2022,22,Centre,Chemlali,Irrigated,Small,Méthode en continu,44.1,86.8,15.47,19.25,9.38,14.8,1,2,4,1,8,1843.01,500.87,235.0,7842.87,2343.88,56026.0
2022-06-01,6,2022,22,Sud,Gerboui,Rainfed,Medium,Traditionnel,20.99,56.4,4.27,12.04,4.68,15.0,1,1,5,1,8,735.89,130.39,237.4,3100.04,866.28,13585.0
2022-06-01,6,2022,22,Sud,Chemlali,Irrigated,Small,Méthode en continu,18.41,74.3,5.16,8.84,4.41,5.8,1,2,1,1,5,802.2,224.92,234.9,3415.58,1027.12,16946.0
2022-06-01,6,2022,22,Centre,Chemlali,Rainfed,Large,Méthode en continu,29.51,72.6,9.01,15.81,4.7,9.2,1,2,2,1,6,1760.32,179.7,239.9,7337.08,1940.02,29056.0
2022-06-01,6,2022,22,Nord,Gerboui,Rainfed,Medium,Super-presses,46.64,83.7,13.79,23.0,9.85,25.8,1,1,7,1,10,1778.65,369.74,232.4,7653.0,2148.38,40447.0
2022-06-01,6,2022,22,Nord,Oueslati,Rainfed,Small,Méthode en continu,31.41,87.7,10.87,14.13,6.41,11.2,1,2,3,1,7,1477.97,412.26,235.2,6283.72,1890.23,34116.0
2022-06-01,6,2022,22,Nord,Chemlali,Rainfed,Large,Traditionnel,65.07,99.7,16.51,31.44,17.12,44.5,1,1,15,1,18,1979.88,561.85,245.6,8062.66,2541.73,64923.0
2022-06-02,6,2022,22,Sud,Gerboui,Rainfed,Large,Méthode en continu,16.53,61.6,4.46,8.94,3.13,5.0,1,2,1,1,5,743.39,133.44,243.0,3059.63,876.84,16923.0
2022-06-02,6,2022,22,Sfax,Barouni,Irrigated,Medium,Super-presses,30.7,94.6,10.0,15.44,5.27,16.0,1,1,5,1,8,1407.89,281.84,243.0,5792.97,1689.74,19231.0
2022-06-02,6,2022,22,Sud,Gerboui,Irrigated,Large,Super-presses,18.01,73.6,6.04,9.36,2.61,10.0,1,1,1,1,4,721.05,211.39,234.2,3078.15,932.43,10226.0
2022-06-02,6,2022,22,Nord,Zarazi,Rainfed,Small,Méthode en continu,31.92,90.0,10.79,16.87,4.26,8.6,1,2,3,1,7,1791.33,411.71,240.5,7446.92,2203.04,44045.0
2022-06-03,6,2022,22,Centre,Chétoui,Irrigated,Medium,Traditionnel,39.59,76.9,10.07,20.99,8.54,28.7,1,1,7,1,10,1117.11,310.76,239.7,4661.15,1427.87,35165.0
2022-06-03,6,2022,22,Nord,Barouni,Rainfed,Medium,Super-presses,42.05,91.4,12.93,22.71,6.4,24.2,1,1,7,1,10,1818.54,201.86,234.4,7758.09,2020.4,42407.0
2022-06-04,6,2022,22,Centre,Gerboui,Rainfed,Medium,Super-presses,39.28,79.7,11.07,21.92,6.29,21.0,1,1,5,1,8,1378.74,156.68,242.2,5692.09,1535.43,32952.0
2022-06-04,6,2022,22,Nord,Chemlali,Rainfed,Medium,Traditionnel,29.73,79.8,7.27,14.03,8.43,20.8,1,1,5,1,8,846.6,242.47,238.7,3547.27,1089.07,28248.0
2022-06-04,6,2022,22,Centre,Oueslati,Rainfed,Medium,Méthode en continu,33.43,76.7,9.98,16.57,6.89,10.7,1,2,3,1,7,1531.18,346.89,238.3,6426.76,1878.08,43762.0
2022-06-05,6,2022,22,Sfax,Gerboui,Rainfed,Medium,Méthode en continu,21.94,70.6,7.03,10.17,4.75,8.5,1,2,2,1,6,1250.09,355.17,237.2,5269.29,1605.26,23787.0
2022-06-05,6,2022,22,Sfax,Gerboui,Rainfed,Small,Super-presses,26.87,87.6,8.39,13.78,4.7,14.0,1,1,3,1,6,962.86,143.29,234.8,4101.03,1106.15,21524.0
2022-06-05,6,2022,22,Sud,Barouni,Irrigated,Small,Traditionnel,15.81,72.3,4.58,7.91,3.32,9.5,1,1,2,1,5,442.29,92.21,238.2,1856.86,534.51,8365.0
2022-06-05,6,2022,22,Nord,Zarazi,Rainfed,Small,Méthode en continu,75.48,70.1,23.92,39.61,11.95,26.6,1,2,8,1,12,3192.65,678.64,235.8,13539.66,3871.29,118114.0
2022-06-06,6,2022,23,Nord,Chétoui,Rainfed,Small,Super-presses,38.11,95.1,11.96,20.69,5.47,20.3,1,1,5,1,8,1261.08,206.04,243.7,5175.57,1467.11,30410.0
2022-06-06,6,2022,23,Sud,Barouni,Rainfed,Large,Méthode en continu,13.87,64.9,3.53,7.66,2.67,4.6,1,2,1,1,5,797.98,132.79,238.8,3341.1,930.76,14197.0
2022-06-06,6,2022,23,Sud,Barouni,Rainfed,Large,Super-presses,5.35,74.7,2.25,2.31,0.78,3.8,1,1,1,1,4,191.14,33.28,243.3,785.45,224.42,3260.0
2022-06-07,6,2022,23,Nord,Zarazi,Rainfed,Large,Traditionnel,38.39,88.9,9.78,22.57,6.04,26.3,1,1,7,1,10,1202.59,292.43,236.0,5094.74,1495.03,27635.0
2022-06-07,6,2022,23,Sud,Chemlali,Rainfed,Large,Méthode en continu,13.44,64.2,4.5,5.95,2.98,4.9,1,2,1,1,5,629.76,169.45,244.5,2575.83,799.2,12602.0
2022-06-07,6,2022,23,Centre,Zarazi,Rainfed,Large,Méthode en continu,48.6,70.9,14.38,22.68,11.53,16.1,1,2,4,1,8,2393.32,248.2,237.9,10058.3,2641.53,59229.0
2022-06-07,6,2022,23,Nord,Oueslati,Rainfed,Medium,Super-presses,15.42,96.2,4.73,8.27,2.42,8.5,1,1,1,1,4,566.9,105.0,240.3,2359.13,671.9,12548.0
2022-06-07,6,2022,23,Nord,Barouni,Rainfed,Small,Super-presses,59.76,85.1,17.9,31.52,10.35,31.7,1,1,9,1,12,2636.81,540.88,246.7,10687.32,3177.69,59765.0
2022-06-08,6,2022,23,Sud,Chemlali,Rainfed,Large,Méthode en continu,23.91,59.2,6.07,10.72,7.13,8.0,1,2,2,1,6,1197.63,312.4,240.4,4981.28,1510.03,23415.0
2022-06-08,6,2022,23,Sfax,Chemlali,Rainfed,Small,Méthode en continu,23.63,75.8,7.0,12.93,3.7,8.6,1,2,2,1,6,1203.29,344.34,242.4,4963.07,1547.63,29322.0
2022-06-08,6,2022,23,Centre,Chétoui,Irrigated,Large,Méthode en continu,29.78,96.7,11.0,13.0,5.78,10.4,1,2,2,1,6,1721.91,206.93,244.9,7030.31,1928.84,29454.0
2022-06-09,6,2022,23,Sud,Oueslati,Rainfed,Medium,Méthode en continu,17.63,65.9,5.28,7.91,4.44,5.5,1,2,1,1,5,708.12,115.53,246.4,2873.82,823.65,16299.0
2022-06-09,6,2022,23,Sud,Oueslati,Irrigated,Small,Super-presses,43.88,79.3,12.03,24.22,7.63,23.7,1,1,7,1,10,2000.1,482.45,225.6,8866.54,2482.55,27977.0
2022-06-09,6,2022,23,Sfax,Zarazi,Irrigated,Medium,Super-presses,80.68,87.6,25.27,36.79,18.63,44.7,1,1,14,1,17,2759.4,285.66,244.4,11291.59,3045.07,53568.0
2022-06-09,6,2022,23,Nord,Barouni,Irrigated,Small,Méthode en continu,51.91,93.3,18.19,25.73,7.99,17.1,1,2,6,1,10,2731.43,598.84,242.3,11271.23,3330.27,56599.0
2022-06-09,6,2022,23,Centre,Zalmati,Rainfed,Large,Méthode en continu,33.03,80.0,10.2,15.81,7.01,11.7,1,2,3,1,7,1782.85,339.1,238.9,7461.62,2121.96,40958.0
2022-06-09,6,2022,23,Nord,Barouni,Rainfed,Small,Méthode en continu,83.39,91.6,28.19,33.35,21.85,29.1,1,2,9,1,13,3412.83,985.04,228.1,14961.91,4397.88,106143.0
2022-06-10,6,2022,23,Centre,Chemlali,Irrigated,Small,Super-presses,75.65,88.8,22.79,40.76,12.11,41.1,1,1,12,1,15,2622.8,286.27,242.3,10825.64,2909.08,48590.0
2022-06-10,6,2022,23,Sud,Oueslati,Rainfed,Small,Méthode en continu,14.86,64.5,5.27,7.51,2.07,4.3,1,2,1,1,5,875.62,116.95,243.9,3589.86,992.57,14368.0
2022-06-10,6,2022,23,Sud,Chemlali,Rainfed,Large,Méthode en continu,17.23,61.6,4.05,9.18,4.0,5.3,1,2,1,1,5,855.24,194.89,250.2,3418.63,1050.13,19724.0
2022-06-11,6,2022,23,Sfax,Chemlali,Rainfed,Large,Traditionnel,26.19,82.6,6.45,12.62,7.13,18.6,1,1,5,1,8,921.97,150.44,244.6,3768.52,1072.4,20676.0
2022-06-11,6,2022,23,Sud,Chemlali,Rainfed,Large,Méthode en continu,19.85,72.8,6.76,9.21,3.88,4.2,1,2,1,1,5,1068.32,117.07,243.3,4391.77,1185.39,16751.0
2022-06-12,6,2022,23,Nord,Gerboui,Rainfed,Medium,Super-presses,33.14,86.0,10.62,16.17,6.35,16.5,1,1,5,1,8,1371.8,341.18,241.9,5670.86,1712.97,24086.0
2022-06-12,6,2022,23,Centre,Zalmati,Rainfed,Medium,Super-presses,37.9,67.5,9.76,19.06,9.08,21.0,1,1,5,1,8,1550.08,232.98,239.4,6473.88,1783.05,29848.0
2022-06-12,6,2022,23,Nord,Barouni,Irrigated,Large,Super-presses,81.85,98.2,26.18,36.43,19.24,44.5,1,1,14,1,17,3239.17,335.76,245.2,13211.58,3574.92,64342.0
2022-06-12,6,2022,23,Nord,Gerboui,Rainfed,Large,Super-presses,27.38,88.9,8.13,14.85,4.4,16.7,1,1,3,1,6,897.39,254.91,231.5,3876.28,1152.3,20596.0
2022-06-13,6,2022,24,Nord,Gerboui,Rainfed,Medium,Super-presses,40.3,83.5,11.8,22.18,6.32,22.3,1,1,7,1,10,1848.86,543.97,236.1,7830.47,2392.82,36104.0
2022-06-13,6,2022,24,Sfax,Chétoui,Rainfed,Small,Méthode en continu,35.23,82.3,12.1,17.69,5.44,12.3,1,2,3,1,7,1540.76,214.94,240.8,6397.2,1755.7,36530.0
2022-06-13,6,2022,24,Centre,Oueslati,Rainfed,Medium,Méthode en continu,29.04,80.6,9.54,11.79,7.72,9.5,1,2,2,1,6,1408.9,256.32,244.4,5764.18,1665.22,35064.0
2022-06-14,6,2022,24,Sfax,Oueslati,Rainfed,Small,Méthode en continu,20.95,87.2,7.48,9.5,3.98,6.7,1,2,2,1,6,1155.5,232.51,244.9,4718.88,1388.01,19219.0
2022-06-14,6,2022,24,Sfax,Gerboui,Rainfed,Medium,Méthode en continu,51.61,71.7,15.89,25.14,10.59,18.2,1,2,6,1,10,2836.3,594.46,245.6,11546.73,3430.76,56767.0
