Date,Month,Year,Week,Source,Olive_Type,Condition,Olive_Size,Press_Method,Quantity_Olives_Tons,Oil_Quality_Score,Oil_Quantity_Tons,Waste_Fitoura_Tons,Waste_Margin_Tons,Processing_Time_Hours,Employees_Comptables,Employees_Registeurs,Employees_Ouvriers,Employees_Guards,Total_Employees,Global_Active_Power_kWh,Global_Reactive_Power_kVAr,Voltage_V,Global_Intensity_A,Total_Energy_Consumption_kWh,Water_Consumption_Liters,Water_Consumption_m3,Electricity_Price_TND_per_kWh,Water_Price_TND_per_m3,Electricity_Cost_TND,Water_Cost_TND,Total_Utility_Cost_TND,Hourly_Wage_Ouvriers_TND,Hourly_Wage_Comptables_TND,Hourly_Wage_Registeurs_TND,Hourly_Wage_Guards_TND,Ouvriers_Cost_TND,Comptables_Cost_TND,Registeurs_Cost_TND,Guards_Cost_TND,Total_Labor_Cost_TND,Total_Operational_Cost_TND
2022-11-12,11,2022,45,Sfax,Barouni,Irrigated,Small,Traditionnel,46.61,77.0,9.75,24.91,11.96,30.0,1,1,10,1,13,1230.13,224.47,242.6,5071.29,1230.13,27817.0,27.817,0.352,0.2,433.006,5.563,438.57,2.5,6.0,3.5,3.0,751.161,180.279,105.163,90.139,1126.742,1565.311
2022-11-12,11,2022,45,Nord,Chétoui,Rainfed,Large,Méthode en continu,43.94,100.0,14.67,18.44,10.84,14.4,1,2,4,1,8,2599.59,470.17,239.0,10878.17,2599.59,59117.0,59.117,0.352,0.2,915.057,11.823,926.881,2.5,6.0,3.5,3.0,143.608,86.165,100.525,43.082,373.38,1300.26
2022-11-12,11,2022,45,Nord,Barouni,Rainfed,Medium,Méthode en continu,30.85,82.9,9.64,14.9,6.31,10.8,1,2,3,1,7,1361.75,390.92,234.4,5809.65,1361.75,39886.0,39.886,0.352,0.2,479.337,7.977,487.315,2.5,6.0,3.5,3.0,81.066,64.853,75.662,32.427,254.008,741.323
2022-11-13,11,2022,45,Sud,Zalmati,Rainfed,Small,Traditionnel,10.05,66.9,2.49,4.64,2.92,6.9,1,1,2,1,5,266.23,57.57,238.6,1115.83,266.23,6881.0,6.881,0.352,0.2,93.712,1.376,95.089,2.5,6.0,3.5,3.0,34.473,41.368,24.131,20.684,120.656,215.744
2022-11-13,11,2022,45,Sfax,Gerboui,Rainfed,Medium,Méthode en continu,19.05,76.2,5.44,8.94,4.68,6.7,1,2,1,1,5,960.91,110.72,243.9,3939.01,960.91,23843.0,23.843,0.352,0.2,338.239,4.769,343.007,2.5,6.0,3.5,3.0,16.678,40.027,46.698,20.013,123.416,466.423
2022-11-14,11,2022,46,Sud,Oueslati,Rainfed,Small,Super-presses,15.13,73.7,5.44,6.34,3.36,8.9,1,1,1,1,4,577.09,121.56,240.8,2396.23,577.09,9039.0,9.039,0.352,0.2,203.137,1.808,204.945,2.5,6.0,3.5,3.0,22.187,53.249,31.062,26.625,133.124,338.069
2022-11-14,11,2022,46,Nord,Barouni,Irrigated,Medium,Méthode en continu,45.86,100.0,17.16,19.48,9.22,18.0,1,2,4,1,8,2115.87,383.82,231.2,9150.09,2115.87,54815.0,54.815,0.352,0.2,744.785,10.963,755.748,2.5,6.0,3.5,3.0,179.533,107.72,125.673,53.86,466.786,1222.534
2022-11-14,11,2022,46,Nord,Chétoui,Rainfed,Large,Traditionnel,63.78,100.0,17.2,36.12,10.46,43.5,1,1,15,1,18,1923.15,452.23,246.9,7789.17,1923.15,66461.0,66.461,0.352,0.2,676.949,13.292,690.241,2.5,6.0,3.5,3.0,1632.217,261.155,152.34,130.577,2176.289,2866.53
2022-11-14,11,2022,46,Sud,Chemlali,Rainfed,Small,Super-presses,15.58,66.8,4.07,8.34,3.18,8.1,1,1,1,1,4,598.98,62.96,226.6,2642.89,598.98,10998.0,10.998,0.352,0.2,210.842,2.2,213.041,2.5,6.0,3.5,3.0,20.241,48.579,28.338,24.289,121.447,334.489
2022-11-15,11,2022,46,Nord,Oueslati,Rainfed,Medium,Méthode en continu,51.97,99.3,18.33,22.96,10.67,19.1,1,2,6,1,10,2101.7,625.69,249.2,8435.43,2101.7,56012.0,56.012,0.352,0.2,739.8,11.202,751.002,2.5,6.0,3.5,3.0,287.108,114.843,133.984,57.422,593.357,1344.359
2022-11-15,11,2022,46,Centre,Gerboui,Rainfed,Small,Méthode en continu,33.06,70.5,9.06,17.63,6.36,13.1,1,2,3,1,7,1365.73,204.61,249.1,5481.72,1365.73,40809.0,40.809,0.352,0.2,480.736,8.162,488.897,2.5,6.0,3.5,3.0,98.545,78.836,91.975,39.418,308.774,797.671
2022-11-16,11,2022,46,Centre,Chétoui,Rainfed,Medium,Méthode en continu,27.31,76.5,8.66,12.86,5.78,10.3,1,2,2,1,6,1593.97,161.8,237.5,6710.57,1593.97,34616.0,34.616,0.352,0.2,561.078,6.923,568.001,2.5,6.0,3.5,3.0,51.392,61.671,71.949,30.835,215.848,783.849
2022-11-17,11,2022,46,Sud,Zalmati,Rainfed,Large,Méthode en continu,9.82,69.3,2.01,4.72,3.09,4.0,1,2,1,1,5,430.65,61.62,246.3,1748.69,430.65,8533.0,8.533,0.352,0.2,151.589,1.707,153.296,2.5,6.0,3.5,3.0,9.888,23.731,27.686,11.865,73.17,226.466
2022-11-17,11,2022,46,Nord,Chétoui,Rainfed,Medium,Méthode en continu,25.49,92.9,9.11,12.82,3.55,8.2,1,2,2,1,6,1074.25,149.1,256.2,4192.8,1074.25,30454.0,30.454,0.352,0.2,378.138,6.091,384.228,2.5,6.0,3.5,3.0,40.995,49.193,57.392,24.597,172.177,556.405
2022-11-17,11,2022,46,Centre,Chétoui,Rainfed,Medium,Méthode en continu,35.91,83.8,11.47,19.16,5.28,13.2,1,2,3,1,7,1916.07,370.88,243.0,7886.12,1916.07,36139.0,36.139,0.352,0.2,674.457,7.228,681.685,2.5,6.0,3.5,3.0,98.863,79.09,92.272,39.545,309.769,991.454
2022-11-18,11,2022,46,Nord,Oueslati,Irrigated,Medium,Méthode en continu,75.6,100.0,27.48,32.15,15.97,25.9,1,2,8,1,12,3107.71,655.22,245.4,12665.1,3107.71,103297.0,103.297,0.352,0.2,1093.914,20.659,1114.573,2.5,6.0,3.5,3.0,517.821,155.346,181.237,77.673,932.078,2046.651
2022-11-18,11,2022,46,Sfax,Chétoui,Rainfed,Medium,Méthode en continu,29.8,72.7,10.18,12.98,6.65,10.8,1,2,2,1,6,1703.64,225.5,242.7,7019.01,1703.64,34665.0,34.665,0.352,0.2,599.68,6.933,606.613,2.5,6.0,3.5,3.0,53.968,64.762,75.556,32.381,226.667,833.28
2022-11-18,11,2022,46,Nord,Gerboui,Rainfed,Large,Méthode en continu,67.62,95.3,24.05,30.33,13.24,22.8,1,2,7,1,11,2763.5,713.47,234.8,11767.27,2763.5,92167.0,92.167,0.352,0.2,972.752,18.433,991.185,2.5,6.0,3.5,3.0,398.61,136.666,159.444,68.333,763.053,1754.238
2022-11-18,11,2022,46,Sud,Chemlali,Rainfed,Medium,Traditionnel,27.15,63.6,5.81,17.01,4.33,19.2,1,1,5,1,8,833.73,158.81,234.0,3563.22,833.73,20327.0,20.327,0.352,0.2,293.473,4.065,297.538,2.5,6.0,3.5,3.0,240.257,115.323,67.272,57.662,480.514,778.053
2022-11-18,11,2022,46,Sfax,Gerboui,Rainfed,Medium,Méthode en continu,32.85,79.4,10.17,15.52,7.16,11.2,1,2,3,1,7,1371.33,168.88,240.7,5697.94,1371.33,40466.0,40.466,0.352,0.2,482.707,8.093,490.8,2.5,6.0,3.5,3.0,83.652,66.922,78.076,33.461,262.111,752.911
2022-11-19,11,2022,46,Centre,Barouni,Rainfed,Small,Méthode en continu,41.19,70.2,10.95,20.02,10.22,13.9,1,2,4,1,8,2337.68,656.23,233.8,10000.68,2337.68,54709.0,54.709,0.352,0.2,822.862,10.942,833.804,2.5,6.0,3.5,3.0,139.155,83.493,97.408,41.746,361.803,1195.607
2022-11-19,11,2022,46,Centre,Chétoui,Irrigated,Small,Méthode en continu,41.75,85.7,13.44,17.3,11.01,15.0,1,2,4,1,8,2305.93,650.84,233.6,9870.28,2305.93,42480.0,42.48,0.352,0.2,811.687,8.496,820.183,2.5,6.0,3.5,3.0,150.494,90.296,105.346,45.148,391.284,1211.467
2022-11-19,11,2022,46,Nord,Barouni,Rainfed,Large,Super-presses,24.51,93.1,7.82,13.15,3.54,13.9,1,1,3,1,6,1000.17,265.22,241.8,4136.78,1000.17,19872.0,19.872,0.352,0.2,352.06,3.974,356.034,2.5,6.0,3.5,3.0,104.158,83.327,48.607,41.663,277.755,633.789
2022-11-20,11,2022,46,Sfax,Barouni,Rainfed,Large,Super-presses,44.18,85.6,13.56,20.96,9.66,24.1,1,1,7,1,10,2007.07,504.03,239.6,8375.36,2007.07,34145.0,34.145,0.352,0.2,706.488,6.829,713.317,2.5,6.0,3.5,3.0,421.855,144.636,84.371,72.318,723.179,1436.496
2022-11-20,11,2022,46,Sud,Oueslati,Rainfed,Small,Traditionnel,17.12,65.4,3.86,8.21,5.04,11.9,1,1,2,1,5,430.25,50.43,239.6,1795.61,430.25,11386.0,11.386,0.352,0.2,151.45,2.277,153.727,2.5,6.0,3.5,3.0,59.295,71.154,41.507,35.577,207.534,361.261
2022-11-20,11,2022,46,Nord,Barouni,Irrigated,Small,Méthode en continu,45.48,87.9,15.5,19.02,10.97,16.0,1,2,4,1,8,2092.06,480.63,245.3,8527.86,2092.06,62328.0,62.328,0.352,0.2,736.403,12.466,748.869,2.5,6.0,3.5,3.0,159.559,95.735,111.691,47.868,414.853,1163.722
2022-11-20,11,2022,46,Centre,Zalmati,Rainfed,Large,Super-presses,26.43,81.2,8.28,11.18,6.97,13.7,1,1,3,1,6,866.41,164.26,244.7,3540.76,866.41,17985.0,17.985,0.352,0.2,304.977,3.597,308.574,2.5,6.0,3.5,3.0,102.845,82.276,47.995,41.138,274.255,582.828
2022-11-20,11,2022,46,Sud,Gerboui,Rainfed,Large,Méthode en continu,14.08,64.5,4.96,6.98,2.15,4.9,1,2,1,1,5,811.12,160.23,236.6,3428.3,811.12,13457.0,13.457,0.352,0.2,285.514,2.691,288.205,2.5,6.0,3.5,3.0,12.277,29.464,34.375,14.732,90.848,379.053
2022-11-21,11,2022,47,Sfax,Oueslati,Rainfed,Large,Méthode en continu,30.79,100.0,11.52,15.35,3.92,9.6,1,2,3,1,7,1525.04,201.96,238.5,6393.57,1525.04,34181.0,34.181,0.352,0.2,536.814,6.836,543.651,2.5,6.0,3.5,3.0,72.12,57.696,67.312,28.848,225.976,769.626
2022-11-21,11,2022,47,Centre,Barouni,Irrigated,Large,Méthode en continu,33.33,93.1,11.65,15.25,6.42,12.4,1,2,3,1,7,1436.5,209.69,233.6,6150.71,1436.5,40789.0,40.789,0.352,0.2,505.65,8.158,513.807,2.5,6.0,3.5,3.0,92.868,74.295,86.677,37.147,290.988,804.795
2022-11-21,11,2022,47,Nord,Gerboui,Rainfed,Small,Super-presses,58.28,80.4,15.99,31.94,10.35,30.8,1,1,9,1,12,2182.6,624.56,238.9,9135.62,2182.6,56429.0,56.429,0.352,0.2,768.277,11.286,779.563,2.5,6.0,3.5,3.0,693.703,184.988,107.909,92.494,1079.094,1858.657
2022-11-22,11,2022,47,Nord,Zalmati,Rainfed,Small,Super-presses,57.6,92.5,17.55,27.0,13.05,33.9,1,1,9,1,12,2246.49,580.96,239.5,9378.15,2246.49,42905.0,42.905,0.352,0.2,790.764,8.581,799.345,2.5,6.0,3.5,3.0,762.55,203.347,118.619,101.673,1186.188,1985.533
2022-11-22,11,2022,47,Sfax,Zalmati,Rainfed,Large,Traditionnel,26.75,83.6,6.51,12.72,7.53,19.7,1,1,5,1,8,670.5,126.07,238.5,2811.1,670.5,20083.0,20.083,0.352,0.2,236.017,4.017,240.034,2.5,6.0,3.5,3.0,246.547,118.342,69.033,59.171,493.094,733.128
2022-11-23,11,2022,47,Centre,Zarazi,Rainfed,Large,Super-presses,29.15,75.5,8.64,15.09,5.41,16.3,1,1,3,1,6,1342.62,182.13,236.2,5684.35,1342.62,25534.0,25.534,0.352,0.2,472.601,5.107,477.708,2.5,6.0,3.5,3.0,122.082,97.666,56.972,48.833,325.552,803.26
2022-11-23,11,2022,47,Sfax,Zalmati,Rainfed,Small,Méthode en continu,21.42,86.6,7.33,9.99,4.11,7.9,1,2,2,1,6,858.06,124.14,244.7,3505.88,858.06,24328.0,24.328,0.352,0.2,302.037,4.866,306.902,2.5,6.0,3.5,3.0,39.482,47.378,55.275,23.689,165.824,472.726
2022-11-23,11,2022,47,Sud,Chétoui,Irrigated,Medium,Méthode en continu,18.87,84.9,6.6,9.75,2.52,6.5,1,2,1,1,5,1110.29,253.72,242.9,4571.05,1110.29,18756.0,18.756,0.352,0.2,390.821,3.751,394.572,2.5,6.0,3.5,3.0,16.145,38.747,45.205,19.373,119.469,514.041
2022-11-23,11,2022,47,Nord,Barouni,Rainfed,Large,Méthode en continu,67.13,85.8,22.25,32.32,12.57,24.7,1,2,7,1,11,3263.57,762.74,237.7,13728.68,3263.57,81815.0,81.815,0.352,0.2,1148.778,16.363,1165.141,2.5,6.0,3.5,3.0,431.478,147.935,172.591,73.968,825.972,1991.113
2022-11-23,11,2022,47,Nord,Gerboui,Rainfed,Medium,Méthode en continu,42.42,84.8,13.63,20.16,8.63,14.9,1,2,4,1,8,1913.51,449.92,245.8,7785.33,1913.51,56953.0,56.953,0.352,0.2,673.557,11.391,684.948,2.5,6.0,3.5,3.0,149.482,89.689,104.638,44.845,388.654,1073.602
2022-11-23,11,2022,47,Centre,Chemlali,Rainfed,Large,Traditionnel,13.64,77.7,2.93,7.79,2.92,9.3,1,1,2,1,5,423.04,60.94,244.3,1731.64,423.04,12194.0,12.194,0.352,0.2,148.911,2.439,151.349,2.5,6.0,3.5,3.0,46.354,55.625,32.448,27.812,162.239,313.589
2022-11-23,11,2022,47,Sfax,Oueslati,Irrigated,Large,Méthode en continu,49.5,100.0,17.71,20.25,11.54,16.5,1,2,4,1,8,2567.5,480.44,241.7,10623.24,2567.5,51505.0,51.505,0.352,0.2,903.761,10.301,914.061,2.5,6.0,3.5,3.0,165.252,99.151,115.676,49.576,429.655,1343.716
2022-11-24,11,2022,47,Sud,Chétoui,Rainfed,Small,Méthode en continu,14.72,64.9,4.72,7.61,2.4,5.6,1,2,1,1,5,779.28,209.99,245.2,3178.45,779.28,15692.0,15.692,0.352,0.2,274.307,3.138,277.446,2.5,6.0,3.5,3.0,13.901,33.363,38.924,16.682,102.87,380.315
2022-11-24,11,2022,47,Sfax,Chemlali,Rainfed,Medium,Méthode en continu,22.61,92.3,7.98,11.4,3.23,7.0,1,2,2,1,6,974.17,290.78,242.8,4011.97,974.17,22141.0,22.141,0.352,0.2,342.906,4.428,347.334,2.5,6.0,3.5,3.0,34.979,41.975,48.971,20.988,146.914,494.248
2022-11-24,11,2022,47,Centre,Zarazi,Rainfed,Medium,Méthode en continu,30.68,70.1,9.54,14.62,6.52,9.8,1,2,3,1,7,1394.09,332.78,244.4,5703.9,1394.09,42397.0,42.397,0.352,0.2,490.72,8.479,499.199,2.5,6.0,3.5,3.0,73.418,58.734,68.523,29.367,230.042,729.242
2022-11-24,11,2022,47,Sud,Zarazi,Rainfed,Small,Traditionnel,18.06,63.5,3.65,11.26,3.15,12.5,1,1,2,1,5,530.94,103.32,232.0,2288.17,530.94,12122.0,12.122,0.352,0.2,186.891,2.424,189.315,2.5,6.0,3.5,3.0,62.269,74.723,43.588,37.362,217.942,407.257
2022-11-24,11,2022,47,Sfax,Chemlali,Rainfed,Medium,Super-presses,23.02,71.1,6.95,9.96,6.11,13.0,1,1,3,1,6,860.02,107.12,244.5,3517.06,860.02,13489.0,13.489,0.352,0.2,302.726,2.698,305.423,2.5,6.0,3.5,3.0,97.241,77.793,45.379,38.896,259.309,564.733
2022-11-25,11,2022,47,Nord,Zarazi,Rainfed,Small,Méthode en continu,74.85,90.8,26.07,34.03,14.75,25.9,1,2,8,1,12,3412.26,1000.25,238.4,14312.4,3412.26,81758.0,81.758,0.352,0.2,1201.117,16.352,1217.469,2.5,6.0,3.5,3.0,517.086,155.126,180.98,77.563,930.754,2148.223
2022-11-25,11,2022,47,Sud,Chemlali,Irrigated,Large,Méthode en continu,22.98,67.8,7.33,11.32,4.33,8.6,1,2,2,1,6,929.27,198.32,237.7,3909.36,929.27,20459.0,20.459,0.352,0.2,327.104,4.092,331.196,2.5,6.0,3.5,3.0,42.851,51.422,59.992,25.711,179.976,511.171
2022-11-25,11,2022,47,Sud,Zalmati,Rainfed,Small,Méthode en continu,9.0,65.2,2.93,3.71,2.37,2.1,1,2,1,1,5,416.6,54.11,249.0,1672.79,416.6,9408.0,9.408,0.352,0.2,146.642,1.882,148.524,2.5,6.0,3.5,3.0,5.142,12.341,14.398,6.171,38.053,186.576
2022-11-25,11,2022,47,Sud,Gerboui,Irrigated,Small,Méthode en continu,21.4,72.3,6.15,10.04,5.21,7.7,1,2,2,1,6,1004.25,281.37,240.6,4174.25,1004.25,19104.0,19.104,0.352,0.2,353.496,3.821,357.317,2.5,6.0,3.5,3.0,38.525,46.231,53.936,23.115,161.807,519.124
2022-11-25,11,2022,47,Sfax,Chemlali,Irrigated,Large,Traditionnel,30.27,92.8,7.98,16.28,6.01,21.1,1,1,7,1,10,795.35,214.86,241.7,3291.0,795.35,23561.0,23.561,0.352,0.2,279.963,4.712,284.675,2.5,6.0,3.5,3.0,368.791,126.442,73.758,63.221,632.212,916.888
2022-11-26,11,2022,47,Nord,Zarazi,Irrigated,Small,Super-presses,103.74,85.0,30.34,58.47,14.93,56.0,1,1,18,1,21,3389.14,1009.32,239.8,14130.58,3389.14,91060.0,91.06,0.352,0.2,1192.978,18.212,1211.19,2.5,6.0,3.5,3.0,2522.159,336.288,196.168,168.144,3222.758,4433.948
2022-11-26,11,2022,47,Sud,Chétoui,Rainfed,Small,Méthode en continu,16.46,72.9,5.08,7.63,3.75,4.9,1,2,1,1,5,825.68,173.82,244.3,3379.16,825.68,14718.0,14.718,0.352,0.2,290.638,2.944,293.582,2.5,6.0,3.5,3.0,12.205,29.292,34.175,14.646,90.319,383.9
2022-11-26,11,2022,47,Sud,Chétoui,Rainfed,Small,Méthode en continu,14.22,70.7,4.55,7.6,2.07,5.3,1,2,1,1,5,620.12,118.89,247.8,2502.07,620.12,13984.0,13.984,0.352,0.2,218.282,2.797,221.079,2.5,6.0,3.5,3.0,13.148,31.554,36.813,15.777,97.292,318.371
2022-11-26,11,2022,47,Nord,Oueslati,Rainfed,Medium,Méthode en continu,50.59,97.6,18.03,20.29,12.27,18.0,1,2,6,1,10,2499.54,341.1,248.2,10071.48,2499.54,65934.0,65.934,0.352,0.2,879.84,13.187,893.026,2.5,6.0,3.5,3.0,269.721,107.888,125.87,53.944,557.423,1450.449
2022-11-27,11,2022,47,Centre,Zalmati,Rainfed,Large,Super-presses,39.45,69.5,11.0,22.28,6.16,19.0,1,1,5,1,8,1334.7,152.49,242.1,5513.71,1334.7,28575.0,28.575,0.352,0.2,469.815,5.715,475.53,2.5,6.0,3.5,3.0,237.73,114.11,66.564,57.055,475.46,950.991
2022-11-27,11,2022,47,Centre,Zalmati,Irrigated,Small,Méthode en continu,60.3,78.8,19.63,30.0,10.67,21.6,1,2,7,1,11,2832.79,421.48,242.4,11684.68,2832.79,83344.0,83.344,0.352,0.2,997.143,16.669,1013.811,2.5,6.0,3.5,3.0,377.815,129.536,151.126,64.768,723.245,1737.057
2022-11-27,11,2022,47,Sud,Chétoui,Rainfed,Medium,Super-presses,20.5,78.3,4.97,10.12,5.41,10.1,1,1,3,1,6,843.69,202.04,237.0,3560.31,843.69,14034.0,14.034,0.352,0.2,296.979,2.807,299.786,2.5,6.0,3.5,3.0,75.704,60.564,35.329,30.282,201.879,501.664
2022-11-28,11,2022,48,Sud,Zalmati,Rainfed,Small,Traditionnel,17.22,66.9,3.32,9.71,4.19,12.0,1,1,2,1,5,511.09,68.81,230.0,2221.89,511.09,11531.0,11.531,0.352,0.2,179.904,2.306,182.21,2.5,6.0,3.5,3.0,59.969,71.963,41.978,35.982,209.892,392.103
2022-11-28,11,2022,48,Sud,Zarazi,Rainfed,Small,Méthode en continu,15.79,62.6,3.77,8.02,4.0,4.9,1,2,1,1,5,741.88,103.7,238.8,3106.34,741.88,13762.0,13.762,0.352,0.2,261.141,2.752,263.893,2.5,6.0,3.5,3.0,12.133,29.118,33.971,14.559,89.782,353.675
2022-11-28,11,2022,48,Sfax,Gerboui,Rainfed,Large,Traditionnel,37.37,78.5,9.69,20.49,7.19,26.9,1,1,7,1,10,1111.23,206.66,243.5,4562.74,1111.23,21645.0,21.645,0.352,0.2,391.154,4.329,395.483,2.5,6.0,3.5,3.0,471.354,161.607,94.271,80.804,808.036,1203.518
2022-11-28,11,2022,48,Sfax,Chemlali,Rainfed,Large,Super-presses,28.21,84.3,8.44,14.53,5.25,13.3,1,1,3,1,6,967.56,290.04,236.4,4092.17,967.56,21597.0,21.597,0.352,0.2,340.582,4.319,344.902,2.5,6.0,3.5,3.0,100.057,80.045,46.693,40.023,266.817,611.719
2022-11-28,11,2022,48,Sfax,Chétoui,Rainfed,Medium,Méthode en continu,17.56,82.3,5.39,9.3,2.87,7.0,1,2,1,1,5,851.28,198.78,241.2,3529.4,851.28,18600.0,18.6,0.352,0.2,299.652,3.72,303.372,2.5,6.0,3.5,3.0,17.604,42.248,49.29,21.124,130.266,433.638
2022-11-29,11,2022,48,Nord,Gerboui,Rainfed,Small,Méthode en continu,63.85,81.5,20.14,33.45,10.25,22.1,1,2,7,1,11,3744.89,752.06,234.3,15982.69,3744.89,91867.0,91.867,0.352,0.2,1318.202,18.373,1336.575,2.5,6.0,3.5,3.0,387.349,132.805,154.94,66.403,741.497,2078.073
2022-11-29,11,2022,48,Sud,Zalmati,Rainfed,Medium,Super-presses,18.22,52.0,3.96,11.36,2.9,9.3,1,1,1,1,4,609.24,132.91,239.1,2548.54,609.24,12125.0,12.125,0.352,0.2,214.453,2.425,216.878,2.5,6.0,3.5,3.0,23.231,55.754,32.523,27.877,139.385,356.263
2022-11-29,11,2022,48,Nord,Chétoui,Rainfed,Small,Traditionnel,40.0,99.1,10.84,20.77,8.4,27.1,1,1,10,1,13,978.86,157.68,235.6,4155.43,978.86,38645.0,38.645,0.352,0.2,344.557,7.729,352.286,2.5,6.0,3.5,3.0,678.497,162.839,94.99,81.42,1017.746,1370.032
2022-11-29,11,2022,48,Sud,Oueslati,Rainfed,Small,Méthode en continu,14.97,82.6,4.93,7.37,2.66,5.3,1,2,1,1,5,632.34,111.96,246.7,2563.21,632.34,15638.0,15.638,0.352,0.2,222.582,3.128,225.71,2.5,6.0,3.5,3.0,13.181,31.633,36.906,15.817,97.536,323.246
2022-11-30,11,2022,48,Sfax,Chétoui,Irrigated,Large,Traditionnel,74.42,97.8,19.32,39.44,15.66,52.1,1,1,17,1,20,1993.26,335.46,244.1,8166.65,1993.26,43885.0,43.885,0.352,0.2,701.627,8.777,710.404,2.5,6.0,3.5,3.0,2215.21,312.736,182.429,156.368,2866.743,3577.147
2022-11-30,11,2022,48,Sfax,Zarazi,Rainfed,Small,Méthode en continu,10.45,79.7,3.98,4.08,2.39,4.7,1,2,1,1,5,423.23,77.18,245.9,1721.1,423.23,10535.0,10.535,0.352,0.2,148.979,2.107,151.086,2.5,6.0,3.5,3.0,11.64,27.935,32.591,13.968,86.134,237.219
2022-11-30,11,2022,48,Sfax,Chemlali,Irrigated,Small,Traditionnel,54.87,88.4,14.34,30.45,10.08,38.5,1,1,12,1,15,1658.23,380.58,244.0,6796.63,1658.23,39623.0,39.623,0.352,0.2,583.697,7.925,591.622,2.5,6.0,3.5,3.0,1154.374,230.875,134.677,115.437,1635.363,2226.984
2022-12-01,12,2022,48,Sud,Chétoui,Rainfed,Small,Méthode en continu,13.91,71.7,5.29,5.73,2.89,4.6,1,2,1,1,5,660.41,150.75,244.9,2696.21,660.41,15594.0,15.594,0.352,0.2,232.465,3.119,235.584,2.5,6.0,3.5,3.0,11.523,27.655,32.264,13.828,85.27,320.854
2022-12-01,12,2022,48,Sud,Chemlali,Rainfed,Medium,Traditionnel,17.97,62.0,4.93,8.84,4.21,12.6,1,1,2,1,5,472.01,68.23,240.7,1961.21,472.01,11471.0,11.471,0.352,0.2,166.147,2.294,168.441,2.5,6.0,3.5,3.0,63.192,75.831,44.235,37.915,221.173,389.614
2022-12-02,12,2022,48,Nord,Oueslati,Rainfed,Large,Traditionnel,47.63,91.8,12.62,21.87,13.14,32.0,1,1,10,1,13,1350.93,341.98,230.3,5864.76,1350.93,47602.0,47.602,0.352,0.2,475.526,9.52,485.047,2.5,6.0,3.5,3.0,800.979,192.235,112.137,96.117,1201.468,1686.515
2022-12-02,12,2022,48,Nord,Barouni,Irrigated,Small,Super-presses,89.19,95.8,27.3,37.79,24.1,47.4,1,1,14,1,17,3777.71,920.26,234.2,16128.56,3777.71,65632.0,65.632,0.352,0.2,1329.755,13.126,1342.881,2.5,6.0,3.5,3.0,1659.695,284.519,165.97,142.26,2252.443,3595.325
2022-12-02,12,2022,48,Sfax,Barouni,Irrigated,Small,Traditionnel,36.29,84.9,8.53,19.77,7.98,26.0,1,1,7,1,10,1155.01,294.26,243.5,4742.95,1155.01,23129.0,23.129,0.352,0.2,406.563,4.626,411.188,2.5,6.0,3.5,3.0,455.588,156.202,91.118,78.101,781.008,1192.196
2022-12-03,12,2022,48,Sud,Zarazi,Rainfed,Small,Méthode en continu,11.8,70.0,4.53,4.48,2.79,3.8,1,2,1,1,5,575.69,156.59,250.1,2301.4,575.69,9171.0,9.171,0.352,0.2,202.641,1.834,204.476,2.5,6.0,3.5,3.0,9.428,22.628,26.399,11.314,69.769,274.245
2022-12-03,12,2022,48,Sfax,Zarazi,Rainfed,Small,Méthode en continu,32.78,78.4,11.58,13.74,7.46,11.4,1,2,3,1,7,1569.88,256.18,231.2,6789.92,1569.88,40069.0,40.069,0.352,0.2,552.599,8.014,560.612,2.5,6.0,3.5,3.0,85.145,68.116,79.469,34.058,266.787,827.399
2022-12-03,12,2022,48,Sud,Barouni,Rainfed,Small,Méthode en continu,14.7,66.3,4.99,5.86,3.85,4.3,1,2,1,1,5,788.6,80.52,242.8,3248.34,788.6,13043.0,13.043,0.352,0.2,277.587,2.609,280.195,2.5,6.0,3.5,3.0,10.66,25.584,29.848,12.792,78.883,359.079
2022-12-03,12,2022,48,Nord,Zarazi,Irrigated,Small,Super-presses,65.13,100.0,20.63,30.25,14.25,36.3,1,1,10,1,13,2659.33,408.1,247.5,10745.47,2659.33,49555.0,49.555,0.352,0.2,936.083,9.911,945.994,2.5,6.0,3.5,3.0,907.127,217.71,126.998,108.855,1360.69,2306.685
2022-12-03,12,2022,48,Sud,Gerboui,Rainfed,Large,Méthode en continu,9.24,80.4,3.25,4.03,1.95,3.9,1,2,1,1,5,461.52,104.76,242.5,1903.19,461.52,8269.0,8.269,0.352,0.2,162.455,1.654,164.109,2.5,6.0,3.5,3.0,9.652,23.164,27.025,11.582,71.423,235.532
2022-12-04,12,2022,48,Sud,Chemlali,Rainfed,Large,Super-presses,18.63,63.6,5.66,7.96,5.02,9.4,1,1,1,1,4,646.92,99.84,235.5,2747.19,646.92,12282.0,12.282,0.352,0.2,227.717,2.456,230.173,2.5,6.0,3.5,3.0,23.403,56.168,32.765,28.084,140.42,370.593
2022-12-04,12,2022,48,Sfax,Chétoui,Rainfed,Large,Traditionnel,38.26,90.0,9.13,19.61,9.52,27.1,1,1,7,1,10,1339.8,271.64,234.3,5719.03,1339.8,32754.0,32.754,0.352,0.2,471.609,6.551,478.16,2.5,6.0,3.5,3.0,474.531,162.696,94.906,81.348,813.481,1291.641
